ID,duration,wav,wav_format,wav_opts
noise-free-sound-0618_25,3.0205625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0618.wav,wav,
noise-free-sound-0195_26,4.2959375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0195.wav,wav,
noise-free-sound-0181_27,4.7964375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0181.wav,wav,
noise-free-sound-0817_28,1.6123125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0817.wav,wav,
noise-free-sound-0803_29,14.02775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0803.wav,wav,
noise-free-sound-0802_30,5.1245,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0802.wav,wav,
noise-free-sound-0816_31,1.324625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0816.wav,wav,
noise-free-sound-0180_32,15.5155,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0180.wav,wav,
noise-free-sound-0194_33,7.882875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0194.wav,wav,
noise-free-sound-0619_34,0.5454375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0619.wav,wav,
noise-free-sound-0625_35,20.8195625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0625.wav,wav,
noise-free-sound-0143_36,13.0430625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0143.wav,wav,
noise-free-sound-0157_37,3.0933125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0157.wav,wav,
noise-free-sound-0631_38,5.6,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0631.wav,wav,
noise-free-sound-0382_39,60.552,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0382.wav,wav,
noise-free-sound-0396_40,9.7959375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0396.wav,wav,
noise-free-sound-0369_41,4.049,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0369.wav,wav,
noise-free-sound-0341_42,23.071875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0341.wav,wav,
noise-free-sound-0427_43,21.995125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0427.wav,wav,
noise-free-sound-0433_44,42.2370625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0433.wav,wav,
noise-free-sound-0355_45,14.664,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0355.wav,wav,
noise-free-sound-0590_46,3.78775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0590.wav,wav,
noise-free-sound-0584_47,15.7739375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0584.wav,wav,
noise-free-sound-0209_48,9.6763125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0209.wav,wav,
noise-free-sound-0235_49,200.7829375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0235.wav,wav,
noise-free-sound-0553_50,16.431,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0553.wav,wav,
noise-free-sound-0547_51,4.848875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0547.wav,wav,
noise-free-sound-0221_52,10.9275625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0221.wav,wav,
noise-free-sound-0792_53,41.5869375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0792.wav,wav,
noise-free-sound-0786_54,19.8,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0786.wav,wav,
noise-free-sound-0779_55,12.512625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0779.wav,wav,
noise-free-sound-0751_56,1.446375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0751.wav,wav,
noise-free-sound-0037_57,0.94,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0037.wav,wav,
noise-free-sound-0023_58,11.24,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0023.wav,wav,
noise-free-sound-0745_59,4.7333125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0745.wav,wav,
noise-free-sound-0035_60,31.9333125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0035.wav,wav,
noise-free-sound-0753_61,24.696,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0753.wav,wav,
noise-free-sound-0747_62,17.4236875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0747.wav,wav,
noise-free-sound-0021_63,18.0453125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0021.wav,wav,
noise-free-sound-0009_64,8.3866875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0009.wav,wav,
noise-free-sound-0790_65,16.138125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0790.wav,wav,
noise-free-sound-0784_66,35.8040625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0784.wav,wav,
noise-free-sound-0551_67,33.18525,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0551.wav,wav,
noise-free-sound-0237_68,5.302875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0237.wav,wav,
noise-free-sound-0223_69,3.5869375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0223.wav,wav,
noise-free-sound-0545_70,31.07325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0545.wav,wav,
noise-free-sound-0579_71,17.2660625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0579.wav,wav,
noise-free-sound-0592_72,32.875125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0592.wav,wav,
noise-free-sound-0586_73,10.8333125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0586.wav,wav,
noise-free-sound-0425_74,1.410625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0425.wav,wav,
noise-free-sound-0343_75,2.809625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0343.wav,wav,
noise-free-sound-0357_76,8.1763125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0357.wav,wav,
noise-free-sound-0431_77,22.9355,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0431.wav,wav,
noise-free-sound-0419_78,11.9901875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0419.wav,wav,
noise-free-sound-0380_79,0.144,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0380.wav,wav,
noise-free-sound-0394_80,23.72,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0394.wav,wav,
noise-free-sound-0141_81,135.0720625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0141.wav,wav,
noise-free-sound-0627_82,0.3135,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0627.wav,wav,
noise-free-sound-0633_83,18.272625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0633.wav,wav,
noise-free-sound-0155_84,72.6613125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0155.wav,wav,
noise-free-sound-0169_85,2.304,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0169.wav,wav,
noise-free-sound-0182_86,2.25225,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0182.wav,wav,
noise-free-sound-0828_87,60.081625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0828.wav,wav,
noise-free-sound-0196_88,3.628625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0196.wav,wav,
noise-free-sound-0800_89,9.6,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0800.wav,wav,
noise-free-sound-0814_90,15.661625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0814.wav,wav,
noise-free-sound-0815_91,2.4718125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0815.wav,wav,
noise-free-sound-0801_92,6.01075,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0801.wav,wav,
noise-free-sound-0829_93,6.7504375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0829.wav,wav,
noise-free-sound-0197_94,10.5939375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0197.wav,wav,
noise-free-sound-0183_95,8.0914375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0183.wav,wav,
noise-free-sound-0168_96,1.344,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0168.wav,wav,
noise-free-sound-0632_97,2.568,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0632.wav,wav,
noise-free-sound-0154_98,62.464,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0154.wav,wav,
noise-free-sound-0140_99,24.77475,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0140.wav,wav,
noise-free-sound-0626_100,1.3235625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0626.wav,wav,
noise-free-sound-0395_101,7.73225,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0395.wav,wav,
noise-free-sound-0381_102,44.2775625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0381.wav,wav,
noise-free-sound-0418_103,40.99575,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0418.wav,wav,
noise-free-sound-0356_104,24.96,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0356.wav,wav,
noise-free-sound-0430_105,67.2,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0430.wav,wav,
noise-free-sound-0424_106,16.666125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0424.wav,wav,
noise-free-sound-0342_107,13.806,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0342.wav,wav,
noise-free-sound-0587_108,6.1226875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0587.wav,wav,
noise-free-sound-0593_109,61.649,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0593.wav,wav,
noise-free-sound-0578_110,19.35675,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0578.wav,wav,
noise-free-sound-0222_111,1.2095625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0222.wav,wav,
noise-free-sound-0544_112,107.064,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0544.wav,wav,
noise-free-sound-0550_113,6.373875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0550.wav,wav,
noise-free-sound-0236_114,5.5640625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0236.wav,wav,
noise-free-sound-0785_115,26.919875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0785.wav,wav,
noise-free-sound-0791_116,9.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0791.wav,wav,
noise-free-sound-0008_117,20.8050625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0008.wav,wav,
noise-free-sound-0746_118,0.227,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0746.wav,wav,
noise-free-sound-0020_119,60.18575,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0020.wav,wav,
noise-free-sound-0034_120,20.689,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0034.wav,wav,
noise-free-sound-0752_121,33.6083125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0752.wav,wav,
noise-free-sound-0018_122,14.5763125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0018.wav,wav,
noise-free-sound-0756_123,4.15875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0756.wav,wav,
noise-free-sound-0030_124,73.01225,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0030.wav,wav,
noise-free-sound-0024_125,19.7790625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0024.wav,wav,
noise-free-sound-0742_126,22.5436875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0742.wav,wav,
noise-free-sound-0795_127,45.814125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0795.wav,wav,
noise-free-sound-0781_128,60.7200625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0781.wav,wav,
noise-free-sound-0568_129,113.6384375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0568.wav,wav,
noise-free-sound-0232_130,44.2890625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0232.wav,wav,
noise-free-sound-0554_131,0.7836875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0554.wav,wav,
noise-free-sound-0540_132,3.0040625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0540.wav,wav,
noise-free-sound-0226_133,26.1973125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0226.wav,wav,
noise-free-sound-0597_134,6.24325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0597.wav,wav,
noise-free-sound-0583_135,2.04375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0583.wav,wav,
noise-free-sound-0408_136,15.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0408.wav,wav,
noise-free-sound-0346_137,18.5469375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0346.wav,wav,
noise-free-sound-0420_138,0.8214375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0420.wav,wav,
noise-free-sound-0434_139,21.528,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0434.wav,wav,
noise-free-sound-0352_140,10.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0352.wav,wav,
noise-free-sound-0385_141,8.408375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0385.wav,wav,
noise-free-sound-0391_142,23.391,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0391.wav,wav,
noise-free-sound-0178_143,4.884625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0178.wav,wav,
noise-free-sound-0622_144,11.9901875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0622.wav,wav,
noise-free-sound-0144_145,25.54775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0144.wav,wav,
noise-free-sound-0150_146,0.4504375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0150.wav,wav,
noise-free-sound-0636_147,31.3991875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0636.wav,wav,
noise-free-sound-0805_148,15.16,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0805.wav,wav,
noise-free-sound-0811_149,7.9760625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0811.wav,wav,
noise-free-sound-0839_150,2.1420625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0839.wav,wav,
noise-free-sound-0187_151,6.4230625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0187.wav,wav,
noise-free-sound-0193_152,4.004,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0193.wav,wav,
noise-free-sound-0192_153,6.6733125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0192.wav,wav,
noise-free-sound-0838_154,1.0029375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0838.wav,wav,
noise-free-sound-0186_155,2.8361875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0186.wav,wav,
noise-free-sound-0810_156,4.008375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0810.wav,wav,
noise-free-sound-0804_157,59.6985,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0804.wav,wav,
noise-free-sound-0151_158,53.76,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0151.wav,wav,
noise-free-sound-0637_159,14.6841875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0637.wav,wav,
noise-free-sound-0623_160,34.9518125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0623.wav,wav,
noise-free-sound-0145_161,2.9121875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0145.wav,wav,
noise-free-sound-0179_162,2.813,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0179.wav,wav,
noise-free-sound-0390_163,15.7635,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0390.wav,wav,
noise-free-sound-0384_164,178.211375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0384.wav,wav,
noise-free-sound-0435_165,5.27675,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0435.wav,wav,
noise-free-sound-0353_166,26.0963125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0353.wav,wav,
noise-free-sound-0347_167,13.7801875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0347.wav,wav,
noise-free-sound-0421_168,3.3698125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0421.wav,wav,
noise-free-sound-0409_169,8.6186875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0409.wav,wav,
noise-free-sound-0582_170,1.4744375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0582.wav,wav,
noise-free-sound-0596_171,13.33925,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0596.wav,wav,
noise-free-sound-0541_172,16.37875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0541.wav,wav,
noise-free-sound-0227_173,31.1654375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0227.wav,wav,
noise-free-sound-0233_174,44.3495,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0233.wav,wav,
noise-free-sound-0555_175,21.577125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0555.wav,wav,
noise-free-sound-0569_176,3.84,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0569.wav,wav,
noise-free-sound-0780_177,30.2759375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0780.wav,wav,
noise-free-sound-0794_178,4.434125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0794.wav,wav,
noise-free-sound-0025_179,2.3466875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0025.wav,wav,
noise-free-sound-0743_180,43.9640625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0743.wav,wav,
noise-free-sound-0757_181,13.7665,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0757.wav,wav,
noise-free-sound-0031_182,35.4743125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0031.wav,wav,
noise-free-sound-0019_183,11.55775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0019.wav,wav,
noise-free-sound-0769_184,25.761625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0769.wav,wav,
noise-free-sound-0741_185,18.696,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0741.wav,wav,
noise-free-sound-0027_186,23.04,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0027.wav,wav,
noise-free-sound-0033_187,5.5263125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0033.wav,wav,
noise-free-sound-0755_188,14.4195625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0755.wav,wav,
noise-free-sound-0782_189,9.8986875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0782.wav,wav,
noise-free-sound-0796_190,10.24,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0796.wav,wav,
noise-free-sound-0219_191,6.5899375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0219.wav,wav,
noise-free-sound-0225_192,12.452,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0225.wav,wav,
noise-free-sound-0543_193,4.356,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0543.wav,wav,
noise-free-sound-0557_194,9.11675,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0557.wav,wav,
noise-free-sound-0231_195,22.33075,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0231.wav,wav,
noise-free-sound-0580_196,135.68,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0580.wav,wav,
noise-free-sound-0594_197,141.1773125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0594.wav,wav,
noise-free-sound-0379_198,6.9893125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0379.wav,wav,
noise-free-sound-0351_199,4.968,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0351.wav,wav,
noise-free-sound-0437_200,1.19,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0437.wav,wav,
noise-free-sound-0423_201,12.25,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0423.wav,wav,
noise-free-sound-0345_202,5.9024375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0345.wav,wav,
noise-free-sound-0392_203,13.221,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0392.wav,wav,
noise-free-sound-0386_204,26.7350625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0386.wav,wav,
noise-free-sound-0609_205,10.161625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0609.wav,wav,
noise-free-sound-0635_206,16.876,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0635.wav,wav,
noise-free-sound-0153_207,72.1493125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0153.wav,wav,
noise-free-sound-0147_208,8.6333125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0147.wav,wav,
noise-free-sound-0621_209,6.724375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0621.wav,wav,
noise-free-sound-0812_210,12.198,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0812.wav,wav,
noise-free-sound-0806_211,11.78125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0806.wav,wav,
noise-free-sound-0190_212,6.131125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0190.wav,wav,
noise-free-sound-0184_213,32.407375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0184.wav,wav,
noise-free-sound-0185_214,2.6693125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0185.wav,wav,
noise-free-sound-0191_215,3.9623125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0191.wav,wav,
noise-free-sound-0807_216,4.10125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0807.wav,wav,
noise-free-sound-0813_217,78.8018125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0813.wav,wav,
noise-free-sound-0146_218,2.0775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0146.wav,wav,
noise-free-sound-0620_219,11.5664375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0620.wav,wav,
noise-free-sound-0634_220,64.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0634.wav,wav,
noise-free-sound-0152_221,97.156,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0152.wav,wav,
noise-free-sound-0608_222,3.5265,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0608.wav,wav,
noise-free-sound-0387_223,5.96025,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0387.wav,wav,
noise-free-sound-0393_224,5.5379375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0393.wav,wav,
noise-free-sound-0422_225,9.1626875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0422.wav,wav,
noise-free-sound-0344_226,20.544,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0344.wav,wav,
noise-free-sound-0350_227,9.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0350.wav,wav,
noise-free-sound-0436_228,51.2120625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0436.wav,wav,
noise-free-sound-0378_229,22.2824375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0378.wav,wav,
noise-free-sound-0595_230,26.898625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0595.wav,wav,
